id,name,status,status_date,expiration_date,incorporation_date,state_formed,industry,street_1,street_2,city,state,zip,coordinates,address_date,agent_name,agent_street_1,agent_street_2,agent_city,agent_state,agent_zip,agent_date,agent_status,agent_court_locality
S476816,"Miracle Home Care LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-24,VIRGINIA,GENERAL,"1545 crossways blvd suite 250",,chesapeake,VA,23320,"36.779717625581,-76.238826021208",,"MONIQUE POWELL","1545 CROSSWAYS BLVD SUITE 250",,CHESAPEAKE,VA,23320,2013-10-24,1,"CHESAPEAKE CITY"
S476827,"Lynn Rentals, L.L.C.",ACTIVE,2014-11-17,2038-01-01,2013-10-25,VIRGINIA,GENERAL,"193 KING LANE",,FARMVILLE,VA,23901,"37.38107809772,-78.475618876686",,"CHRISTOPHER A KING","193 KING LANE",,FARMVILLE,VA,23901,2013-10-25,1,"BUCKINGHAM COUNTY"
S476830,"SimplyInspired LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-25,VIRGINIA,GENERAL,"217 River Road",,"Newport News",VA,23601,"37.027940564336,-76.463124595221",,"SAMUEL J. WILSON","217 RIVER ROAD",,"NEWPORT NEWS",VA,23601,2013-10-25,2,"NEWPORT NEWS CITY"
S476832,"Malone's Consulting LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"231 WINDMERE LANE",,MARION,VA,24354,"36.815963614139,-81.569159726027",,"PATRICK MALONE","231 WINDMERE LANE",,MARION,VA,24354,2013-10-25,1,"SMYTH COUNTY"
S476834,"Familiar Solutions LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-25,VIRGINIA,GENERAL,"1006A Chicago Ave.",,Harrisonburg,VA,22803,"38.465826798188,-78.877354056617",,"CHASE ROBERT YUTZY","1006A CHICAGO AVE.",,HARRISONBURG,VA,22802,2013-10-25,1,"HARRISONBURG CITY (FILED-ROCKINGHAM COUNTY)"
S476843,"ACME PIE COMPANY, LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"1640 S STAFFORD ST",,ARLINGTON,VA,22204,"38.852187203279,-77.098608871365",,"HOWARD M BUSHMAN","2800 SHIRLINGTON RD STE 503",,ARLINGTON,VA,22206,2013-10-25,4,"ALEXANDRIA CITY"
S476859,"Phillip J. Lacey, LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"120 Collinswood Drive",,Staunton,VA,24401,"38.17868808082,-79.092287980903",,"PHILLIP J. LACEY","120 COLLINSWOOD DRIVE",,STAUNTON,VA,24401,2013-10-25,1,"STAUNTON CITY"
T055006,"Blue Heron Capital Management, LLC",ACTIVE,2013-10-25,,2013-10-25,DELAWARE,GENERAL,"8730 STONY POINT PKWY STE 280",,RICHMOND,VA,23235,"37.551265218174,-77.564470399358",,"ANDREW S TICHENOR","8730 STONY POINT PKWY STE 280",,RICHMOND,VA,23235,2013-10-25,1,"RICHMOND CITY"
T055011,"HSRE-CAPMED Ashburn II, LLC",ACTIVE,2013-10-25,,2013-10-25,DELAWARE,GENERAL,"71 S WACKER DRIVE STE 3575",,CHICAGO,IL,60606,"41.880863,-87.636665",,"CT CORPORATION SYSTEM","4701 COX RD STE 285",,"GLEN ALLEN",VA,23060-6802,2013-10-25,5,"HENRICO COUNTY"
S476865,"Roundtuit Enterprises LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"7092 Little Thames Dr",,Gainesville,VA,20155,"38.803996621333,-77.624950284041",,"KEVIN MICHAEL O'CONNELL","7092 LITTLE THAMES DR",,GAINESVILLE,VA,20155,2013-10-25,1,"PRINCE WILLIAM COUNTY"
S476872,"HelioMagnetics LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"1881 N Nash Street, #903",,Arlington,VA,22209,"38.896908512778,-77.073191643676",,"UNITED STATES CORPORATION AGENTS, INC.","1900 CAMPUS COMMONS DRIVE STE 100",,RESTON,VA,20191,2014-04-28,5,"FAIRFAX COUNTY"
S476873,"Lucid LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"1900 Campus Commons Drive","Suite 100",Reston,VA,20191,"38.945093753107,-77.336171355348",,"YURI GALPERIN","1900 CAMPUS COMMONS DRIVE","SUITE 100",RESTON,VA,20191,2013-10-25,1,"FAIRFAX COUNTY"
S476878,"M6H Solutions LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-25,VIRGINIA,GENERAL,"1916 Bernstein Drive",,"Virginia Beach",VA,23454,"36.771280242741,-75.991842459967",,"MELISSA HOPE","1916 BERNSTEIN DRIVE",,"VIRGINIA BEACH",VA,23454,2013-10-25,1,"VIRGINIA BEACH CITY"
S476884,"Ridge 198, LLC",ACTIVE,2014-11-10,,2013-10-25,VIRGINIA,GENERAL,"1404 14th Street, N.W.",,Washington,DC,20005,"38.908894,-77.03202",,"MARGRIET LANGENBERG","4124 LEONARD DR",,FAIRFAX,VA,22030,2015-01-08,4,"FAIRFAX CITY (FILED IN FAIRFAX COUNTY)"
S476885,"RoquetMay Enterprises LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-25,VIRGINIA,GENERAL,"306 B Buckroe Ave.",,Hampton,VA,23664,",",,"UNITED STATES CORPORATION AGENTS, INC.","1900 CAMPUS COMMONS DRIVE STE 100",,RESTON,VA,20191,2014-04-28,5,"FAIRFAX COUNTY"
S476888,"True Found Wellness LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"7219 DEER RUN DRIVE",,GLOUCESTER,VA,23061,"37.411981745947,-76.55766114227",,"CONRAD BAREFORD","10458 BUCKLEY HALL ROAD","BOX 715",MATHEWS,VA,23109,2014-09-26,4,"GLOUCESTER COUNTY"
T055015,"HSRE-CAPMED Prosperity I, LLC",ACTIVE,2013-10-25,,2013-10-25,DELAWARE,GENERAL,"71 S WACKER DR STE 3575",,CHICAGO,IL,60606,"41.880863,-87.636665",,"CT CORPORATION SYSTEM","4701 COX RD STE 285",,"GLEN ALLEN",VA,23060-8020,2013-10-25,5,"HENRICO COUNTY"
T055019,"HSRE-CAPMED Alexandria Land, LLC",ACTIVE,2013-10-25,,2013-10-25,DELAWARE,GENERAL,"71 S WACKER DR STE 3575",,CHICAGO,IL,60606,"41.880863,-87.636665",,"CT CORPORATION SYSTEM","4701 COX RD STE 285",,"GLEN ALLEN",VA,23060-6802,2013-10-25,5,"HENRICO COUNTY"
T055020,"HSRE-CAPMED Woodburn I, LLC",ACTIVE,2013-10-25,,2013-10-25,DELAWARE,GENERAL,"71 S WACKER DR STE 3575",,CHICAGO,IL,60606,"41.880863,-87.636665",,"CT CORPORATION SYSTEM","4701 COX RD STE 285",,"GLEN ALLEN",VA,23060-6802,2013-10-25,5,"HENRICO COUNTY"
S476896,"Fantasy Sportonomics, LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"1133 14th Street, NW #406",,Washington,DC,20005,",",,"INCORP SERVICES, INC.","7288 HANOVER GREEN DRIVE",,MECHANICSVILLE,VA,23111,2014-10-01,5,"HANOVER COUNTY"
S476916,"BHV LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"502 Alleghany Street",,Blacksburg,VA,24060,"37.232659829955,-80.398332120336",,"JEFF K MITCHELL","2000 KRAFT DRIVE",,BLACKSBURG,VA,24060,2013-10-25,1,"MONTGOMERY COUNTY"
S476927,"N&B PAVING LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"864 FORREST DRIVE",,STANLEY,VA,22851,"38.584691242699,-78.520057514184",,"JAMES BLOSSER","864 FORREST DRIVE",,STANLEY,VA,22851,2015-04-23,1,"PAGE COUNTY"
S476932,"Blue Parrot Enterprises LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"1860 Stratford Park Place","Suite 408",Reston,VA,20190,"38.957398006869,-77.354080306344",,"ANTONIO DOMINICK TRAINA","1860 STRATFORD PARK PLACE","SUITE 408",RESTON,VA,20190,2013-10-25,1,"FAIRFAX COUNTY"
S476933,"Hacks Neck Road 2496 LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"1601 Huntcliff Way",,Gambrills,MD,21054,"38.993702,-76.63335",,"JOHN P. CUMMINS III","3959 PENDER DR. - STE 200",,FAIRFAX,VA,22030,2013-10-25,4,"FAIRFAX COUNTY"
S476939,"DC CARPET LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"4852 killebrew Dr",,Annandale,VA,22003,"38.819294194632,-77.214850595497",,"DAVID O CORONEL","4852 KILLEBREW DR",,ANNANDALE,VA,22003,2013-10-25,1,"FAIRFAX COUNTY"
T055029,"101Mobility, LLC",ACTIVE,2013-10-25,,2013-10-25,"NORTH CAROLINA",GENERAL,"5221 CLEANER DR",,WILMINGTON,NC,28403,",",,"BENJAMIN DAVIS","1431 AIR RAIL AVE STE C",,"VIRGINIA BEACH",VA,23455,2013-10-25,1,"VIRGINIA BEACH CITY"
S476944,"Custom Interiors by Stitch LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-25,VIRGINIA,GENERAL,"2836 redhouse rd",,rustburg,VA,24588,"37.248658784115,-79.056918500882",,"KEVIN PARKER JONES","2836 REDHOUSE RD",,RUSTBURG,VA,24588,2013-10-25,1,"CAMPBELL COUNTY"
S476973,"BuzzBar LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-25,VIRGINIA,GENERAL,"1300 S. Cleveland St,","Suite 363",Arlington,VA,22204,"38.86026765909,-77.084070557933",,"ROGER SCHWARTZ","1300 S. CLEVELAND ST.,","SUITE 363",ARLINGTON,VA,22204,2013-10-25,1,"ARLINGTON COUNTY"
S476975,"Hardwired Systems LLC",ACTIVE,2013-10-25,,2013-10-25,VIRGINIA,GENERAL,"10863 Murray Downs Ct",,Reston,VA,20194,"38.976235357381,-77.320861077073",,"AYMAN FAWZE","10863 MURRAY DOWNS CT",,RESTON,VA,20194,2013-10-25,1,"FAIRFAX COUNTY"
S476986,"Moulton L.L.C.",ACTIVE,2013-10-26,,2013-10-26,VIRGINIA,GENERAL,"1507 Spoonbill Ct.",,Woodbridge,VA,22191,"38.613762335032,-77.263030455847",,"UNITED STATES CORPORATION AGENTS, INC.","1900 CAMPUS COMMONS DRIVE STE 100",,RESTON,VA,20191,2014-04-28,5,"FAIRFAX COUNTY"
S476987,"Still I Rise LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-26,VIRGINIA,GENERAL,"5501-A Trent Court",,Alexandria,VA,22311,"38.825624047054,-77.128671959219",,"TAMEKA CASEY","607 WILLIAM STREET, SUITE 204",,FREDERICKSBURG,VA,22401,2013-10-26,1,"FREDERICKSBURG CITY"
S476999,"Reflections Salon, LLC",ACTIVE,2013-10-26,,2013-10-26,VIRGINIA,GENERAL,"301 Bridge Tree Court",,Evington,VA,24550,"37.271659301132,-79.291427020706",,"DAWN F HANNA","301 BRIDGE TREE CT",,EVINGTON,VA,24550,2013-11-26,1,"CAMPBELL COUNTY"
S477011,"Black Rock Capital LLC",ACTIVE,2013-10-26,,2013-10-26,VIRGINIA,GENERAL,"7146 Point Replete Cr",,"Fort Belvoir",VA,22060,"38.70904430014,-77.1884377882",,"AHMAD MOZAFFAR","7146 POINT REPLETE CR",,"FORT BELVOIR",VA,22060,2013-10-26,1,"FAIRFAX COUNTY"
S477033,"TBaum Photography LLC",ACTIVE,2014-12-07,,2013-10-27,VIRGINIA,GENERAL,"6961 CAMPBELL DRIVE",,SALEM,VA,24153,"37.24665825123,-80.19339278932",,"TERESA FRANCIS MAYBAUM","3550 EVERGREEN TRAIL",,BLACKSBURG,VA,24060,2013-10-27,1,"MONTGOMERY COUNTY"
S477034,"Sendero Research, LLC",ACTIVE,2013-10-27,,2013-10-27,VIRGINIA,GENERAL,"1810 N Bryan St",,Arlington,VA,22201,"38.89403033988,-77.090707704177",,"ANNA MARIA LUCCA","1810 N BRYAN ST",,ARLINGTON,VA,22201,2013-10-27,1,"ARLINGTON COUNTY"
S477038,"Hampton Roads Home Health LLC",ACTIVE,2014-12-18,,2013-10-27,VIRGINIA,GENERAL,"58 Decatur Street",,Portsmouth,VA,23702,"36.800861974082,-76.319027144771",,"MIA NICOLE PHILLIPS","2236 ROCK CREEK DRIVE",,CHESAPEAKE,VA,23325,2015-06-24,1,"CHESAPEAKE CITY"
S477040,"AMCS Flowers And Personal Services, LLC",ACTIVE,2013-10-27,,2013-10-27,VIRGINIA,GENERAL,"307 High Street",,Portsmouth,VA,23704,"36.835080251343,-76.299654001791",,"ADERSON JEAN-FRANCOIS","307 HIGH STREET",,PORTSMOUTH,VA,23704,2013-10-27,1,"PORTSMOUTH CITY"
S477048,"Green Line Global Consulting LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-27,VIRGINIA,GENERAL,"8347 Argent Circle",,"Fairfax Station",VA,22039,"38.732543358225,-77.267126662564",,"ADOLF BERHANE","8347 ARGENT CIRCLE",,"FAIRFAX STATION",VA,22039,2013-10-27,1,"FAIRFAX COUNTY"
S477050,"Vivace Dance LLC",ACTIVE,2013-10-27,,2013-10-27,VIRGINIA,GENERAL,"6074 Greenway Ct",,Manassas,VA,20112,"38.710301669455,-77.3960756266",,"GINA CONSUMANO","6074 GREENWAY CT",,MANASSAS,VA,20112,2013-10-27,1,"PRINCE WILLIAM COUNTY"
S477053,"Hammond Enterprise, LLC",ACTIVE,2013-10-27,,2013-10-27,VIRGINIA,GENERAL,"9 Hammond Drive",,Lovettsville,VA,20180,"39.274251089174,-77.641289104116",,"MICHAEL CARY MARKERT","9 HAMMOND DRIVE",,LOVETTSVILLE,VA,20180,2013-10-27,1,"LOUDOUN COUNTY"
S477058,"FUJIANRESTAURANT LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"1105 NEWTOWN ROAD #G",,NORFOLK,VA,23502,"36.856357321476,-76.17764019426",,"ZHEN FANG WENG","1105 NEWTOWN ROAD #G",,NORFOLK,VA,23502,2013-12-26,1,"NORFOLK CITY"
S477062,"Cigarettes America LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-28,VIRGINIA,GENERAL,"10056 Robious Road",,"North Chesterfield",VA,23235,"37.508122517065,-77.580727367502",,"AHMED SANAD","10748 GENERAL KIRKLAND DR",,BRISTOW,VA,20136,2013-10-28,2,"PRINCE WILLIAM COUNTY"
S477070,"Headds Up LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"822 INGLESIDE RD",,NORFOLK,VA,23502,"36.845760567222,-76.234154499787",,"MARVIN L JOHNSON","822 INGLESIDE RD",,NORFOLK,VA,23502,2013-10-28,1,"NORFOLK CITY"
S477072,"PNJ Eats LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-28,VIRGINIA,GENERAL,"821 N. Loundon St",,Winchester,VA,22601,",",,"JOSHUA USSEL","821 N. LOUDON ST",,WINCHESTER,VA,22601,2013-10-28,1,"WINCHESTER CITY"
S477074,"Home Run Services LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"5530 HACKINGWOOD LN",,KESWICK,VA,22947,"38.019916787106,-78.303584784789",,"STEPHEN G DOBMEIER","5530 HACKINGWOOD LN",,KESWICK,VA,22947,2013-10-28,1,"ALBEMARLE COUNTY"
S477081,"Jerronimo Brown Studio LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-28,VIRGINIA,GENERAL,"4835 W. Braddock Rd. Apt. #2",,Alexandria,VA,22311,"38.83933759304,-77.109669287833",,"UNITED STATES CORPORATION AGENTS, INC.","1900 CAMPUS COMMONS DRIVE STE 100",,RESTON,VA,20191,2014-04-28,5,"FAIRFAX COUNTY"
S477082,"J & E HOLDINGS, LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"24014 LIGHTFOOT LN",,LIGNUM,VA,22726,"38.422064127237,-77.821870539539",,"ALISA D ROMAN","24014 LIGHTFOOT LN",,LIGNUM,VA,22726,2013-10-28,1,"CULPEPER COUNTY"
S477084,"bastian taka, llc",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"1808 N Barton St",,Arlington,VA,22201,"38.894200601306,-77.089779063059",,"CHRISTOPHER T. MATAKA","1808 N. BARTON ST.",,ARLINGTON,VA,22201,2013-10-28,1,"ARLINGTON COUNTY"
S477085,"Hill Gallery, LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"708 N ROBINSON ST",,RICHMOND,VA,23220,"37.559555671153,-77.46826585538",,"DAVID S LIONBERGER","HIRSCHLER FLEISCHER","2100 E CARY ST 3RD FL",RICHMOND,VA,23223,2013-10-28,4,"RICHMOND CITY"
S477093,"The TechnoGuard Group LLC",ACTIVE,2015-06-08,,2013-10-28,VIRGINIA,GENERAL,"525K E MARKET ST #168",,LEESBURG,VA,20176,"39.10899541813,-77.552403425284",,"VICTORIA FANNING","525K E MARKET ST #168",,LEESBURG,VA,20176,2013-10-28,1,"LOUDOUN COUNTY"
S477097,"J L Toney Investigations LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"14400 South Constitution Route",,Scottsville,VA,24590,"37.731968217295,-78.494896858112",,"JOHN L TONEY","14400 SOUTH CONSTITUTION ROUTE",,SCOTTSVILLE,VA,24590,2013-10-28,1,"BUCKINGHAM COUNTY"
S477096,"OCCAMOLOGY, LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"2645 MARCEY RD",,ARLINGTON,VA,22207,"38.908944714453,-77.109623892302",,"PATRICK M WOODWARD III","2645 MARCEY RD",,ARLINGTON,VA,22207,2013-10-28,1,"ARLINGTON COUNTY"
S477109,"STC Philadelphia, LLC",ACTIVE,2014-11-06,,2013-10-28,VIRGINIA,GENERAL,"500 Stinson Drive",,Danville,VA,24541,"36.573352572893,-79.347955476308",,"CLEMENT & WHEATLEY, A PROFESSIONAL CORPORATION","549 MAIN ST",,DANVILLE,VA,24541,2013-10-28,5,"DANVILLE CITY"
S477119,"Tony Kurta Consulting, LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"7755 Legere Ct",,Mclean,VA,22102,"38.915651979957,-77.211228938811",,"ANTHONY MICHAEL KURTA","7755 LEGERE CT",,MCLEAN,VA,22102,2013-10-28,1,"FAIRFAX COUNTY"
S477121,"Great American Woodcrafters, LLC",ACTIVE,2014-12-17,,2013-10-28,VIRGINIA,GENERAL,"12579 McIntire Dr",,Woodbridge,VA,22192,"38.673330587827,-77.30963622463",,"LANCE MATTHEW FRYE","12579 MCINTIRE DR",,WOODBRIDGE,VA,22192,2013-10-28,1,"PRINCE WILLIAM COUNTY"
S477128,"Special Angler Foundation, LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"1175 Bandy Run Road",,Herndon,VA,20170,"39.000148095168,-77.367184399343",,"JOSEPH SMITH","1175 BANDY RUN ROAD",,HERNDON,VA,20170,2013-10-28,1,"FAIRFAX COUNTY"
T055036,"NIA Securities, LLC",ACTIVE,2015-01-12,,2013-10-28,"NEW JERSEY",GENERAL,"66 ROUTE 17 NORTH",,PARAMUS,NJ,07652,",",,"CORPORATION SERVICE COMPANY","BANK OF AMERICA CENTER 16TH FL","1111 EAST MAIN STREET",RICHMOND,VA,23219,2013-10-28,5,"RICHMOND CITY"
S477147,"AVA NAILS LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-28,VIRGINIA,GENERAL,"8352 Shoppers Square",,Manassas,VA,20111,"38.775066401956,-77.452802970563",,"SON NGUYEN","8352 SHOPPERS SQUARE",,MANASSAS,VA,20111,2013-10-28,1,"PRINCE WILLIAM COUNTY"
S477151,"USAPN Business Services, LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"47522 Coldspring Pl.",,Sterling,VA,20165,"39.035556477364,-77.353352613545",,"USA PARTNER NETWORK, LLC","47522 COLDSPRING PL",,STERLING,VA,20165,2013-10-28,5,"LOUDOUN COUNTY"
T055038,"LAKE MONTCLAIR-DUMFIRES, VA LLC",ACTIVE,2013-10-28,,2013-10-28,DELAWARE,GENERAL,"1311 MAMARONECK AVE STE 260",,"WHITE PLAINS",NY,10605,"40.991276,-73.746",,"NATIONAL REGISTERED AGENTS INC","4701 COX RD STE 285",,"GLEN ALLEN",VA,23060-6802,2013-10-28,5,"HENRICO COUNTY"
S477155,"Lina Auto Trading LLC",ACTIVE,2015-03-23,,2013-10-28,VIRGINIA,GENERAL,"6395 Lincolina Rd",,Alexandria,VA,22312,"38.831475868117,-77.151965379809",,"HAMZA ABDELAZIZ","6395 LINCOLINA RD",,ALEXANDRIA,VA,22312,2013-10-28,1,"FAIRFAX COUNTY"
S477157,"Mystic Acres, LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"5344 John Wayland Hwy",,Dayton,VA,22821,"38.404913154664,-78.952890525555",,"DONALD E. SHOWALTER","100 SOUTH MASON STREET",,HARRISONBURG,VA,22801,2013-10-28,4,"ROCKINGHAM COUNTY"
S477171,"Charlottesville Apartments Management Group, LLC",ACTIVE,2014-11-26,,2013-10-28,VIRGINIA,GENERAL,"1940 Blue Ridge Road",,Charlottesville,VA,22903-1216,"38.052668216075,-78.492909563837",,"JOHN MICHAEL CRAFAIK","1940 BLUE RIDGE ROAD",,CHARLOTTESVILLE,VA,22903,2013-10-28,1,"CHARLOTTESVILLE CITY"
S477177,"Ocean Venture Group LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-28,VIRGINIA,GENERAL,"9523 24th Bay St",,Norfolk,VA,23518,"36.92616869483,-76.189965328292",,"DONALD BABCOCK","9523 24TH BAY ST",,NORFOLK,VA,23518,2013-10-28,1,"NORFOLK CITY"
S477181,"Chesterfield County Hypnosis and Reiki Center, LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"7400 Drexelbrook Road",,Chesterfield,VA,23832,"37.439707419957,-77.532536511767",,"SHARON CARRUTH","7400 DREXELBROOK ROAD",,CHESTERFIELD,VA,23832,2013-10-28,1,"CHESTERFIELD COUNTY"
S477183,"Rick's Wine and Gormet LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-28,VIRGINIA,GENERAL,"617 N. Paxton St",,Alexandria,VA,22304,"38.818089580093,-77.120999257535",,"RICHARD STONE","617 N. PAXTON ST.",,ALEXANDRIA,VA,22304,2013-10-28,1,"ALEXANDRIA CITY"
S477185,"Seaside Charities, LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-28,VIRGINIA,GENERAL,"2513 Squadron Court","Suite 107","Virginia Beach",VA,23453,"36.795626435872,-76.060376535906",,"KEVIN M BRUNICK","2101 PARKS AVENUE","SUITE 803","VIRGINIA BEACH",VA,23451,2013-10-28,4,"VIRGINIA BEACH CITY"
S477186,"JW Equipment LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"1863 Poplar Rd",,Stafford,VA,22556,"38.476190913173,-77.554431987857",,"JOHN LEANDER WRATCHFORD","1863 POPLAR RD",,STAFFORD,VA,22556,2013-10-28,1,"STAFFORD COUNTY"
S477188,"Dominion Industries LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"8615 SANFORD DR",,HENRICO,VA,23228,"37.630468140589,-77.502607733641",,"INCORP SERVICES, INC.","7288 HANOVER GREEN DRIVE",,MECHANICSVILLE,VA,23111,2013-10-28,5,"HANOVER COUNTY"
S477199,"Moving Mountains, LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-28,VIRGINIA,GENERAL,"The Highland Center","Highland Center Drive",Monterey,VA,24465,",",,"LUCY IVANOFF","117 S. LEWIS ST.",,STAUNTON,VA,24401,2013-10-28,4,"STAUNTON CITY"
S477205,"MARC WETHERHORN CONSULTING LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"132 REEDS GAP RD",,LYNSHURST,VA,22952,"37.918037302047,-78.983773072651",,"LEGALINC CORPORATE SERVICES INC.","7400 BEAUFONT SPRINGS DR","SUITE 300","N. CHESTERFIELD",VA,23225,2013-10-28,5,"CHESTERFIELD COUNTY"
S477209,"Forestry Rock Farming LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"13706 North Scenic Highway",,"Rocky Gap",VA,24366,"37.25660863346,-81.110290926727",,"JON NICHOLAS HAGER","13706 NORTH SECNIC HIGHWAY",,"ROCKY GAP",VA,24366,2013-10-28,1,"BLAND COUNTY"
S477218,"CWC Services LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"3908 Fenwick St.",,HENRICO,VA,23222,"37.582277835753,-77.406674109969",,"COREY ADAM WALDROP","3908 FENWICK ST.",,HENRICO,VA,23222,2013-10-28,1,"HENRICO COUNTY"
S477219,"Backbone Project LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-28,VIRGINIA,GENERAL,"2509 Prestwick CIrcle",,Richmond,VA,23294,"37.62332003021,-77.534356380957",,"DAPHNE MURIEL PATTERSON","2509 PRESTWICK CIRCLE",,RCHMOND,VA,23294,2013-10-28,1,"HENRICO COUNTY"
S477227,"Red Thistle LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-28,VIRGINIA,GENERAL,"12980 Thistlethorn Drive",,Herndon,VA,20171,"38.912384829576,-77.394757665041",,"NARA GRIFFIN","12980 THISTLETHORN DRIVE",,HERNDON,VA,20171,2013-10-28,1,"FAIRFAX COUNTY"
S477228,"American Dream Landscapes LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"7227 Canal Street",,Lanexa,VA,23089,"37.36588691521,-76.896588005844",,"DANIEL R PINNEY","7227 CANAL STREET",,LANEXA,VA,23089,2013-10-28,1,"JAMES CITY COUNTY"
S477229,"Nighp Software LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"13701 Copper Creek CT",,Herndon,VA,20171,"38.939936122926,-77.420699300587",,"YI DING","13701 COPPER CREEK CT",,HERNDON,VA,20171,2013-10-28,1,"FAIRFAX COUNTY"
S477234,"Celg Mobile, LLC",ACTIVE,2013-10-28,,2013-10-28,VIRGINIA,GENERAL,"447 West St NW",,Vienna,VA,22180,"38.902398527313,-77.276117421683",,"MANISH SHARMA","447 WEST ST NW",,VIENNA,VA,22180,2013-10-28,1,"FAIRFAX COUNTY"
S477240,"Full Term Foods LLC","CANC (AUTO-FEE) LLC/LP/BT-FEES NOT PAID",2015-01-31,,2013-10-29,VIRGINIA,GENERAL,"1029 Hazelnut Ridge Rd.",,"Myrtle Beach",SC,29588,"33.662853,-79.00364",,"UNITED STATES CORPORATION AGENTS, INC.","1900 CAMPUS COMMONS DRIVE STE 100",,RESTON,VA,20191,2014-04-28,5,"FAIRFAX COUNTY"
